,individualID,Sex,sampleAge,sampleID2,collDate,collTime,NTXnM,uMidOC_ng_ml,SpecificGravity,creatinine,DOB,Collector,Substrate,CollectComments,assayDate.x,assayDate.y,Plate_U.MidOC,assay1value,assay1cv,assay2value,assay2cv,uMidOC_SG
641,Orff,Male,12.27,O245,4/8/2017,14:25:00,7838,18.045,1.033,5.443,1/1/2005,Jeremy,"Ground,",5947 ID ,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.287293611
642,Orff,Male,12.28,1086,4/13/2017,10:53:00,1726,11.42,1.009,NA,1/1/2005,Rebecca,,,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.186141985
643,Orff,Male,12.28,1090,4/13/2017,13:30:00,1783.2,9.593,1.008,NA,1/1/2005,Rebecca,,,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.156517649
655,PeeWee,Male,11.95,A95,1/15/2018,17:00:00,3536.3,26.483,1.029,NA,2/1/2006,Izzi,"DryLeaf,LiveLeaf,",,6/22/2021,12-Dec-19,3,26.483,1.9,NA,NA,0.423273626
656,PeeWee,Male,12.16,A359,4/1/2018,8:24:00,211.3,0.975,1.003,NA,2/1/2006,Izzi,"LiveLeaf,",,6/23/2021,12-Dec-19,3,0.975,1.9,NA,NA,0.015987225
657,PeeWee,Male,12.26,A495,5/6/2018,10:40:00,634.8,3.014,1.006,NA,2/1/2006,Aaron,"LiveLeaf,",,6/22/2021,12-Dec-19,3,3.014,4.5,NA,NA,0.049273643
658,PeeWee,Male,12.33,A626,6/3/2018,9:41:00,1464.3,28.42,1.016,NA,2/1/2006,Izzi,"DryLeaf,",,6/23/2021,12-Dec-19,3,28.42,4.4,NA,NA,0.460044421
659,Porkpie,Male,24.06,A121,1/22/2018,11:30:00,1557.9,18.175,1.03,NA,1/1/1994,Izzi,"DryLeaf,LiveLeaf,",,6/22/2021,13-Dec-19,4,18.175,0.1,NA,NA,0.290206141
660,Porkpie,Male,24.08,A168,2/1/2018,13:40:00,948.9,7.52,1.02,NA,1/1/1994,Izzi,"DryLeaf,Ground,",,6/22/2021,13-Dec-19,4,7.52,2.9,NA,NA,0.121251487
661,Porkpie,Male,24.08,A171,2/1/2018,17:55:00,955.3,8.721,1.024,NA,1/1/1994,Aaron,"DryLeaf,Ground,",,6/22/2021,13-Dec-19,4,8.721,6.6,NA,NA,0.14006697
662,Porkpie,Male,24.09,A182,2/3/2018,16:14:00,1296,16.839,1.035,NA,1/1/1994,Izzi,"DryLeaf,Ground,",,6/22/2021,13-Dec-19,4,16.839,1.3,NA,NA,0.267574887
663,Porkpie,Male,24.11,A211,2/10/2018,12:27:00,1050.2,13.127,1.025,NA,1/1/1994,Izzi,"DryLeaf,",,6/22/2021,13-Dec-19,4,13.127,1.7,NA,NA,0.210625536
664,Porkpie,Male,24.14,A248,2/20/2018,9:28:00,3045.3,20.079,1.016,NA,1/1/1994,Aaron,"DryLeaf,",,6/22/2021,13-Dec-19,4,20.079,1.8,NA,NA,0.325025754
665,Porkpie,Male,24.24,A346,3/28/2018,17:15:00,321.3,3.868,1.006,NA,1/1/1994,Izzi,Bag,,6/23/2021,13-Dec-19,4,3.868,3.4,NA,NA,0.063235053
666,Porkpie,Male,24.24,A346,3/28/2018,17:15:00,251.9,3.868,1.006,NA,1/1/1994,Izzi,Bag,,6/23/2021,13-Dec-19,4,3.868,3.4,NA,NA,0.063235053
667,Porkpie,Male,24.28,A407,4/13/2018,16:08:00,801.2,10.927,1.022,NA,1/1/1994,Izzi,"DryLeaf,LiveLeaf,",,6/23/2021,13-Dec-19,4,10.927,1.3,NA,NA,0.175840719
668,Porkpie,Male,24.29,A421,4/17/2018,10:21:00,93.7,1.074,1.003,NA,1/1/1994,Charles,,,6/23/2021,13-Dec-19,4,1.074,0.9,NA,NA,0.017610543
669,Porkpie,Male,24.42,A624,6/3/2018,9:00:00,773,19.288,1.016,NA,1/1/1994,Aaron,"DryLeaf,Ground,",,6/23/2021,13-Dec-19,4,16.275,16,19.288,2.2,0.312221562
670,Powell,Male,10.96,720,12/18/2016,10:38:00,2905.8,26.029,1.009,3.296,1/1/2006,Jacob,,,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.424263549
672,Powell,Male,11.15,O176,2/24/2017,12:00:00,3580.8,9.73,1.011,2.705,1/1/2006,Jeremy,"Leaf,",2362 ID ,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.158281839
673,Powell,Male,11.23,982,3/25/2017,10:45:00,3946.4,30.325,1.017,4.107,1/1/2006,Rebecca,,,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.490398643
674,Powell,Male,11.23,987,3/25/2017,12:20:00,3132.8,20.032,1.017,3.671,1/1/2006,Rebecca,,,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.323946104
675,Powell,Male,11.3,1110,4/20/2017,16:34:00,5508.6,26.632,1.024,4.997,1/1/2006,Rebecca,,,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.427733464
676,Powell,Male,11.52,1529,7/9/2017,9:48:48,3426.6,29.554,1.017,3.381,1/1/2006,Rebecca,,,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.47793047
677,Powell,Male,12.38,A542,5/19/2018,13:36:00,2059.4,20.227,1.016,3.722,1/1/2006,Izzi,"DryLeaf,LiveLeaf,Log,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.327421482
678,Puccini,Male,8.59,O076,12/2/2016,11:55:00,1833,14.048,1.009,3.199,5/1/2008,Jeremy,"Leaf,",7264 ID ,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.228977461
679,Puccini,Male,8.94,O247,4/8/2017,15:05:00,1643,6.539,1.007,NA,5/1/2008,Jeremy,"Leaf,",5966-69 ID ,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.106795086
680,Puccini,Male,8.94,O253,4/9/2017,14:30:00,5440.4,15.914,1.036,7.115,5/1/2008,Jeremy,"Leaf,",6154-6160,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.252632373
681,Puccini,Male,9,1155,5/2/2017,14:24:18,1293.6,4.471,1.003,NA,5/1/2008,Rebecca,,,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.073311675
682,Puccini,Male,9.69,A65A,1/9/2018,9:40:00,2262.8,27.808,1.02,4.912,5/1/2008,Izzi,"DryLeaf,LiveLeaf,",,6/19/2018,13-Dec-19,5,27.808,4.4,NA,NA,0.448372519
683,Puccini,Male,9.69,A65A,1/9/2018,9:40:00,2262.8,28.731,1.02,4.912,5/1/2008,Izzi,"DryLeaf,LiveLeaf,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.463254849
684,Puccini,Male,9.7,A79A,1/13/2018,14:35:00,1766.2,13.155,1.027,6.056,5/1/2008,Izzi,"DryLeaf,",,6/19/2018,13-Dec-19,5,13.155,2.8,NA,NA,0.210663751
685,Puccini,Male,9.7,A79A,1/13/2018,14:35:00,1766.2,12.506,1.027,6.056,5/1/2008,Izzi,"DryLeaf,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.200270685
686,Puccini,Male,9.75,A156,1/30/2018,12:26:00,4152,19.272,1.028,7.201,5/1/2008,Izzi,"DryLeaf,Ground,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.308320978
687,Puccini,Male,10.07,A588,5/28/2018,12:58:00,1795,16.461,1.01,3.266,5/1/2008,Izzi,"DryLeaf,LiveLeaf,",,6/19/2018,6/19/2018,NA,NA,NA,NA,NA,0.268042861
688,RichBergl,Male,5.4,73,5/1/2016,14:30:00,3587.6,33.533,1.021,3.963,12/6/2010,Jacob,,,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.540152101
689,RichBergl,Male,5.63,221,7/25/2016,14:00:00,1342,12.337,1.021,3.162,12/6/2010,Jacob,,,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.19872533
690,RichBergl,Male,5.93,O050,11/11/2016,12:40:00,2855.6,34.742,1.009,2.612,12/6/2010,Jeremy,"Leaf,","ID by Jeremy, confirmed by Alfred. He was only about 7m away and in clear sight",6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.566282385
691,RichBergl,Male,6.14,O129,1/24/2017,9:15:00,3960,29.753,1.016,3.397,12/6/2010,Jeremy,"Ground,",0135 ID ,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.481622156
692,RichBergl,Male,7.05,A49,12/23/2017,13:03:00,875.8,13.013,1.009,2.836,12/6/2010,Izzi,"LiveLeaf,DryLeaf,",Post WGE,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.212107325
693,RichBergl,Male,7.05,A50,12/23/2017,15:48:48,856.6,8.59,1.007,NA,12/6/2010,Izzi,"DryLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.140292061
694,RichBergl,Male,7.13,A133A,1/23/2018,16:25:00,2683.6,27.75,1.023,4.003,12/6/2010,Aaron,"DryLeaf,",Transfer to extra tubes to make 1.8x2 plus 0.5??,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.446125201
695,RichBergl,Male,7.17,A192,2/5/2018,17:20:00,735.8,3.639,1.004,NA,12/6/2010,Aaron,"Ground,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.059609811
697,RichBergl,Male,7.36,A423,4/18/2018,10:30:00,2407.6,36.617,1.021,3.238,12/6/2010,Izzi,"LiveLeaf,Bag,",,6/20/2018,13-Dec-19,5,36.617,1.9,NA,NA,0.589829407
698,RichBergl,Male,7.36,A423,4/18/2018,10:30:00,2407.6,41.1,1.021,3.238,12/6/2010,Izzi,"LiveLeaf,Bag,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.66204191
699,RichBergl,Male,7.37,A441,4/20/2018,16:40:00,996.2,20.648,1.019,3.186,12/6/2010,Izzi,"LiveLeaf,DryLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.333252342
701,RichBergl,Male,7.44,A526,5/17/2018,16:05:00,1287.2,32.1,1.014,3.005,12/6/2010,Izzi,"LiveLeaf,DryLeaf,",,8/13/2021,6/20/2018,NA,NA,NA,NA,NA,0.52063874
702,RichBergl,Male,7.44,A526,5/17/2018,16:05:00,1387,32.1,1.014,3.005,12/6/2010,Izzi,"LiveLeaf,DryLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.52063874
703,RichBergl,Male,7.45,A551,5/20/2018,12:59:00,2228.8,52.464,1.02,3.559,12/6/2010,Izzi,"DryLeaf,",,6/20/2018,6/20/2018,NA,NA,NA,NA,NA,0.845922605
704,Richmond,Male,31.07,A139,1/26/2018,13:20:00,850.8,2.364,1.006,2.748,1/1/1987,Charles,"Ground,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.038647277
705,Richmond,Male,31.08,A154,1/30/2018,10:40:00,2813,10.124,1.037,9.495,1/1/1987,Charles,,,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.160562005
706,Richmond,Male,31.3,A432,4/19/2018,12:05:00,479.5,2.252,1.004,2.511,1/1/1987,Izzi,"DryLeaf,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.036889611
707,Richmond,Male,31.3,A455,4/22/2018,13:45:00,1054.8,4.707,1.017,6.408,1/1/1987,Aaron,"DryLeaf,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.076118925
708,Richmond,Male,31.41,A601,5/31/2018,9:43:00,1695.4,18.36,1.019,4.404,1/1/1987,Izzi,"LiveLeaf,DryLeaf,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.296324729
709,Rollins,Male,32.05,A112,1/18/2018,17:52:00,629.5,11.112,1.021,NA,1/1/1986,Aaron,"DryLeaf,",,6/22/2021,17-Dec-19,8,11.112,1.9,NA,NA,0.178992937
712,Rollins,Male,32.26,A374,4/6/2018,9:30:00,146.7,5.554,1.004,NA,1/1/1986,Izzi,"Bag,",Dilute after eating mucuso; centralers calling to east but no reaction ,6/23/2021,17-Dec-19,8,5.554,3.2,NA,NA,0.090979085
713,Salonen,Male,4.58,O110,12/30/2016,14:50:00,3692.2,10.271,1.016,3.132,6/1/2012,Jeremy,"Leaf,","9460-61
Was being carried by Sarah (see sample 0111)",6/14/2018,6/14/2018,NA,NA,NA,NA,NA,0.166260248
714,Salonen,Male,5.48,A24,11/25/2017,16:15:00,4191.6,25.675,1.026,3.345,6/1/2012,Aaron,"DryLeaf,LiveLeaf,",,6/14/2018,6/14/2018,NA,NA,NA,NA,NA,0.411559371
715,Salonen,Male,5.69,A207,2/10/2018,10:20:00,1576.5,9.432,1.021,3.067,6/1/2012,Izzi,"DryLeaf,",Collected 2 hours after urination,6/14/2018,6/14/2018,NA,NA,NA,NA,NA,0.15193137
716,Salonen,Male,5.69,A209,2/10/2018,12:24:00,1975.2,9.065,1.02,3.25,6/1/2012,Izzi,"DryLeaf,LiveLeaf,",,6/14/2018,6/14/2018,NA,NA,NA,NA,NA,0.146162863
718,Salonen,Male,6,A613,6/1/2018,12:00:00,2054.5,14.961,1.021,3.15,6/1/2012,Kevin,"LiveLeaf,",,6/14/2018,6/14/2018,NA,NA,NA,NA,NA,0.24099292
719,Silver,Male,7.1,A373,4/6/2018,9:36:28,381.4,4.95,1.003,NA,3/1/2011,Izzi,"LiveLeaf,",Dilute after eating mucuso,6/23/2021,11-Dec-19,1,4.95,0.7,NA,NA,0.081165911
720,Strayhorn,Male,7.2,A535,5/19/2018,10:41:00,3291.5,40.446,1.02,NA,3/7/2011,Izzi,"DryLeaf,",,6/23/2021,11-Dec-19,1,40.446,2.1,NA,NA,0.652145961
721,Strayhorn,Male,7.24,A635,6/3/2018,14:50:00,2458.3,37.204,1.022,NA,3/7/2011,Izzi,"DryLeaf,",,6/23/2021,11-Dec-19,1,37.204,3.8,NA,NA,0.598698463
722,Toshi,Male,6.6,A273,2/25/2018,15:31:00,2491.9,11.867,1.025,NA,7/20/2011,Izzi,"DryLeaf,LiveLeaf,",After grooming with DJ and Marlene,6/22/2021,17-Dec-19,8,11.867,5.1,NA,NA,0.190408565
723,Toshi,Male,6.73,A397,4/11/2018,12:07:00,796.4,2.633,1.011,NA,7/20/2011,Izzi,"LiveLeaf,",,6/23/2021,17-Dec-19,8,2.633,0.7,NA,NA,0.042832074
724,Toshi,Male,6.77,A464,4/25/2018,13:10:00,1250.6,7.723,1.013,NA,7/20/2011,Aaron,"Bag,",,6/22/2021,17-Dec-19,8,7.723,0.5,NA,NA,0.125385118
725,Wayne,Male,22.07,A135,1/25/2018,10:05:00,275.1,1.26,1.004,NA,1/1/1996,Izzi,"DryLeaf,LiveLeaf,",,6/22/2021,13-Dec-19,4,1.26,4.2,NA,NA,0.020639836
726,Wayne,Male,22.07,A143,1/26/2018,17:02:00,180.3,0.811,1.004,NA,1/1/1996,Izzi,Bag,,6/22/2021,13-Dec-19,4,0.811,1,NA,NA,0.013284847
727,Wayne,Male,22.23,A329,3/24/2018,16:10:00,1141.1,10.598,1.022,NA,1/1/1996,Izzi,"DryLeaf,LiveLeaf,",,6/22/2021,13-Dec-19,4,10.598,2.6,NA,NA,0.170546347
728,Wayne,Male,22.29,A422,4/18/2018,9:28:00,1240.1,22.784,1.01,NA,1/1/1996,Izzi,"LiveLeaf,",Could be Wayne or Buckner but saw Buckner in other tree,6/22/2021,13-Dec-19,4,22.784,0,NA,NA,0.371003495
729,Wayne,Male,22.3,A439,4/20/2018,14:06:00,1256,8.89,1.026,NA,1/1/1996,Izzi,"DryLeaf,LiveLeaf,",,6/22/2021,13-Dec-19,4,8.89,0.5,NA,NA,0.142502933
730,Wayne,Male,22.41,A595,5/30/2018,10:49:00,646.7,18.101,1.018,NA,1/1/1996,Izzi,"LiveLeaf,DryLeaf,",,6/23/2021,13-Dec-19,4,18.101,0.7,NA,NA,0.292431528
731,Wes,Male,20.51,A29,12/6/2017,10:25:00,529.7,5.574,1.006,NA,6/1/1997,Aaron,"DryLeaf,",Sg 1.006,6/22/2021,17-Dec-19,8,5.574,5.5,NA,NA,0.091125177
733,Wes,Male,20.88,A436,4/20/2018,9:50:00,974.7,20.132,1.013,NA,6/1/1997,Izzi,"LiveLeaf,",,6/22/2021,17-Dec-19,8,20.132,1.1,NA,NA,0.326848788
734,Williams,Male,10.4,A256,2/22/2018,9:56:00,2909.5,14.482,1.021,NA,10/1/2007,Aaron,"DryLeaf,LiveLeaf,",,6/22/2021,11-Dec-19,1,10.551,17.8,14.482,7.4,0.233277152
736,Wilson,Male,18.12,A73,1/12/2018,8:53:00,1031.2,7.844,1.015,NA,12/1/1999,Izzi,"DryLeaf,LiveLeaf,",,6/22/2021,16-Dec-19,6,7.844,0.1,NA,NA,0.127098652
737,Wilson,Male,18.12,A88,1/15/2018,11:18:00,1172.8,4.597,1.027,NA,12/1/1999,Izzi,"DryLeaf,LiveLeaf,",,6/22/2021,16-Dec-19,6,4.597,1.8,NA,NA,0.073616211
738,Wilson,Male,18.13,A108,1/17/2018,17:31:00,1393.8,13.877,1.033,NA,12/1/1999,Aaron,"Ground,",,6/22/2021,16-Dec-19,6,13.877,0.8,NA,NA,0.220935076
739,Wilson,Male,18.13,A96,1/16/2018,10:15:00,993.5,7.266,1.022,NA,12/1/1999,Aaron,"DryLeaf,Ground,",Big party; taylor in estrus ,6/22/2021,16-Dec-19,6,7.266,4.2,NA,NA,0.116926756
740,Wilson,Male,18.14,A123,1/22/2018,13:25:00,478.3,3.785,1.012,NA,12/1/1999,Izzi,"DryLeaf,",,6/22/2021,16-Dec-19,6,3.785,1.4,NA,NA,0.061511281
741,Wilson,Male,18.18,A179,2/3/2018,14:02:00,1441.6,12.781,1.039,NA,12/1/1999,Izzi,"DryLeaf,Ground,",,6/22/2021,16-Dec-19,6,12.781,3,NA,NA,0.202310624
742,Wilson,Male,18.21,A230,2/17/2018,15:07:00,1080.1,6.482,1.024,NA,12/1/1999,Izzi,"DryLeaf,Ground,",,6/22/2021,16-Dec-19,6,6.482,2,NA,NA,0.10410665
743,Wilson,Male,18.23,A251,2/21/2018,12:25:00,854.3,5.745,1.024,NA,12/1/1999,Izzi,"DryLeaf,",,6/22/2021,16-Dec-19,6,5.745,8.8,NA,NA,0.092269779
744,Wilson,Male,18.34,A364,4/2/2018,13:35:00,174.6,3.206,1.007,NA,12/1/1999,Izzi,"Bag,",,6/23/2021,16-Dec-19,6,3.206,1,NA,NA,0.05236046
745,Wilson,Male,18.37,A409,4/13/2018,16:20:00,863.3,10.341,1.024,NA,12/1/1999,Izzi,"LiveLeaf,",,6/23/2021,16-Dec-19,6,10.341,0.1,NA,NA,0.166085602
746,Wilson,Male,18.37,A415,4/16/2018,13:49:39,669.6,8.43,1.013,NA,12/1/1999,Izzi,"Bag,",,6/23/2021,16-Dec-19,6,8.43,3.1,NA,NA,0.136863465
747,Wilson,Male,18.4,A473,4/26/2018,12:50:00,393.3,4.538,1.01,NA,12/1/1999,Izzi,"LiveLeaf,DryLeaf,",,6/23/2021,16-Dec-19,6,4.538,3,NA,NA,0.073894569
748,Wilson,Male,18.5,A614,6/2/2018,7:35:00,924.5,15.117,1.021,NA,12/1/1999,Izzi,"DryLeaf,LiveLeaf,",,6/23/2021,16-Dec-19,6,15.117,3.6,NA,NA,0.24350578
749,YoYo,Male,10.22,X1_35,3/23/2016,9:33:00,6621.5,10.596,1.023,3.533,1/1/2006,Charles,,,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.170347482
750,YoYo,Male,10.54,X2_205,7/16/2016,17:55:00,13806.5,24.709,1.021,4.449,1/1/2006,David,,,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.398014442
751,YoYo,Male,10.95,O096,12/14/2016,14:00:00,7162.5,59.273,1.021,3.48,1/1/2006,Jeremy,"Leaf,",8295 ID ,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.954773969
752,YoYo,Male,11.12,O168,2/15/2017,16:40:00,2959,9.742,1.018,2.934,1/1/2006,Jeremy,"Ground,",1681 ID ,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.157387324
753,YoYo,Male,11.17,O191,3/4/2017,13:45:00,8572,10.019,1.016,4.25,1/1/2006,Jeremy,"V1: ground
V2: leaves ",3156 ID ,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.162181037
754,YoYo,Male,11.18,926,3/6/2017,10:45:00,10735.5,22.66,1.023,8.793,1/1/2006,Rebecca,,,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.36429539
755,YoYo,Male,11.26,1051,4/7/2017,9:10:00,7125.5,34.988,1.016,4.593,1/1/2006,Rebecca,,,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.566362921
756,YoYo,Male,11.31,1124,4/24/2017,9:29:30,5948,26.546,1.014,3.879,1/1/2006,Rebecca,,,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.430556885
757,YoYo,Male,11.86,A16,11/10/2017,16:36:00,6085.5,38.476,1.024,4.235,1/1/2006,Aaron,"LiveLeaf,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.617958574
758,YoYo,Male,11.89,A20,11/21/2017,9:50:00,4018.1,51.816,1.02,3.574,1/1/2006,Aaron,"DryLeaf,LiveLeaf,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.835474339
759,YoYo,Male,12.1,A205,2/8/2018,14:50:00,3061.8,19.611,1.019,3.604,1/1/2006,Izzi,"DryLeaf,Ground,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.316515483
760,YoYo,Male,12.1,A206,2/8/2018,16:13:00,2737.2,13.333,1.019,4.026,1/1/2006,Aaron,"DryLeaf,Ground,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.215190502
761,YoYo,Male,12.17,A311,3/5/2018,9:51:00,2478.8,21.511,1.016,3.727,1/1/2006,Izzi,"DryLeaf,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.348206036
762,YoYo,Male,12.29,A426,4/18/2018,11:57:30,1211.6,12.331,1.007,NA,1/1/2006,Izzi,"DryLeaf,Ground,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.201390152
763,YoYo,Male,12.37,A522,5/17/2018,10:37:06,1049.9,7.267,1.006,0.497,1/1/2006,Izzi,"Log,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.118802774
764,YoYo,Male,12.41,A594,5/30/2018,10:30:00,2478.1,22.521,1.015,3.215,1/1/2006,Izzi,"DryLeaf,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.364914425
765,YoYo,Male,12.41,A603,5/31/2018,10:10:00,2348.7,41.2,1.017,3.586,1/1/2006,Izzi,"DryLeaf,",,6/18/2018,6/18/2018,NA,NA,NA,NA,NA,0.666262954
766,Zawinul,Male,6.24,O205,3/9/2017,13:40:20,1724.1,5.078,1.01,NA,12/12/2010,Jeremy,"Ground,",3626 ID ,6/14/2018,6/14/2018,NA,NA,NA,NA,NA,0.082687665
767,Zawinul,Male,7.21,A262,2/25/2018,8:12:00,3727,47.171,1.013,3.27,12/12/2010,Izzi,"LiveLeaf,",,6/14/2018,6/14/2018,NA,NA,NA,NA,NA,0.765834701
768,Zawinul,Male,7.27,A321,3/22/2018,10:00:00,428.3,5.013,1.003,NA,12/12/2010,Charles,"LiveLeaf,",,6/14/2018,6/14/2018,NA,NA,NA,NA,NA,0.082198932
769,Zawinul,Male,7.29,A349,3/29/2018,13:50:00,1565.5,15.002,1.019,2.893,12/12/2010,Izzi,"DryLeaf,LiveLeaf,",,6/14/2018,6/14/2018,NA,NA,NA,NA,NA,0.242127646
770,Zawinul,Male,7.29,A350,3/29/2018,14:38:00,2006.3,20.561,1.022,2.791,12/12/2010,Izzi,"DryLeaf,LiveLeaf,",,6/14/2018,6/14/2018,NA,NA,NA,NA,NA,0.330874075
771,Zawinul,Male,7.37,A472,4/26/2018,12:23:00,633,9.7,1.006,NA,12/12/2010,Izzi,"LiveLeaf,",,6/14/2018,6/14/2018,NA,NA,NA,NA,NA,0.158578081
